imdbid,videoid,description
tt1179933,InkyowbQcIs,Michelle finds a large alien ship spraying poisonous gas.
tt4172430,Vh-olAK5vrs,The safehouse is subject to a surprise mortar attack in the middle of the night.
tt4172430,_IwNoboTiHU,A group of Libyan enemies attack the embassy where Ambassador Chris Stevens is staying.
tt4172430,0K6bVf4ra1w,The team is attacked by a second wave of enemies with more artillery than before.
tt4172430,pAwoA-XPzsQ,The Soldiers hold down the fort as an offensive is launched by their enemies.
tt4172430,2pCUsMk0Zs0,"Jack Silva realizes the mortar attack has heavy casualties, including his close friend Rone."
tt4172430,OxBd2RQI4eQ,A group of Libyans surge the compound as the group prepare for what may be the final siege.
tt4172430,hgqJjr7pBa0,Jack Silva and Rone are cornered by a group of militiamen at a makeshift checkpoint.
tt4172430,88dS92rgWhA,"After only finding Ambassador Stevens body, Tyrone and Jack try to instruct their team to leave the burning compound and make it back to the Annex."
tt4172430,cWj-sdxFiY4,A group of military contractors escape the ruins of the embassy but run into a road block after going the wrong way.
tt4172430,EL3Ma917bug,The Secret Soldiers are attacked by the same group who went after the Ambassador while en route to the makeshift embassy.
tt2118624,UDINZf4W4mw,Max and her friends watch as the killer in the film strikes his first victim.
tt2118624,LQFc7IKhUuE,Max and the other survivors attempt to run away from Billy but are stuck in slo-motion.
tt2118624,YNAv6w5RDIs,Max says goodbye to Amanda one last time.
tt2118624,FTzUto6toxY,The gang finds out firsthand the origin of the murderous monster stalking them.
tt2118624,BGZN_6xPw64,The gang has a hard time convincing the camp counselors in the movie that they can't escape the genre they are in.
tt2118624,gpjYU0C2yrY,Max faces off against Billy.
tt2118624,QgqXAXhRvYU,Duncan finds out the rules aren't exactly what he thinks.
tt2118624,ywRWNlbXD8s,Max and the survivors flashback in time in order to escape from Billy.
tt2118624,kfdeG-hRX7A,Max and her friends embrace the slasher genre and enact a plan to get Billy out of hiding.
tt2118624,HfFM7RZ5GxI,Max goes to rescue her mother alone.
tt0822847,PBaQezez_UU,Vampires attack the homestead of Lucy Pace and her family.
tt0822847,2nclzm_QlLw,"Priest's interrogation of a vampire's ""familiar"" is cut short."
tt0822847,SJSDO3IHsrs,The bloody history of the war between humans and vampires.
tt0822847,sdwghUH-K14,Priest is given final orders by Monsignor Chamberlain.
tt0822847,BN8VnFVqRRI,Black Hat wreaks havoc on an unsuspecting border town.
tt0822847,5uvhg1AtZlQ,Priest and Priestess try to slow down Black Hat's train and save his niece.
tt0822847,iktC8imMBnw,Priest fends off a nest of vampires while trying to find information on his niece's captors.
tt0822847,kCxqmweKXZ0,Priest fights Black Hat atop a speeding train.
tt0822847,usmBCn2WxYU,Priest makes a last stand against Black Hat.
tt0822847,nixHRzTvCUE,Priest and Hicks investigate a vampire hive and find more than they bargained for.
tt2304933,rt3FEbzjM3o,Sergeant Reznik indoctrinates Ben into the military.
tt2304933,9UrJ60MVNao,Cassie finds that Evan lied to her about her gun.
tt2304933,xLdIkC6qcow,Ben and his squad are sent on a mission to kill the Others.
tt2304933,tmUleIek9Fc,Evan takes care of a wounded Cassie after she is shot in the leg.
tt2304933,2oLqQw8jHts,Ben's squad gets a new member named Ringer.
tt2304933,QNlazlRan6A,Evan follows Cassie in order to help her find her brother.
tt2304933,HGgfJkZAx8Y,Cassie goes back to get Sam's stuffed bear.
tt2304933,3IUoqFHJ6wk,"After escaping, Ben and Cassie discuss what they should do next."
tt2304933,r2GpJzIdoYQ,Cassie learns the truth about Evan.
tt2304933,LTyelOWIGh0,Cassie and Sam fight to survive the first two waves of attacks from the Others.
tt3862750,gxqt6x5ThcU,Carter breaks into Leah's house while she is away and goes through her personal belongings.
tt3862750,6QB5kS_JcuU,"Carter tampers with Dave's car, causing him to crash. After the crash, he kills Dave."
tt3862750,AvPVexWamGg,Carter attacks a man talking to Leah at the gas station.
tt3862750,OByY45anMr4,Carter saves Leah from a jerk at the bar.
tt3862750,oNiW2ftWINg,Dave threatens Carter when he makes Leah uncomfortable at a restaurant.
tt3862750,QP_o0yWJYKM,Detective Hansen gives Leah some advice off-the-books.
tt3862750,eJ93IIgvVyI,Leah breaks up with Carter.
tt3862750,_JoP_xhSETM,"Carter breaks into Leah's house to finally make her his, only to find a shotgun waiting for him."
tt3862750,rey_J7jIvno,Leah breaks into Carter's apartment and destroys his stuff.
tt3862750,-Xb-ryuTDlE,Mrs. McCarthy checks out suspicious behavior next door and Carter kills her for it.
tt1198138,LFO-xqbWYpw,Sharon is shocked to find out what Derek has been hiding from her.
tt1198138,Rp8A7gf0dZ8,Lisa attempts to seduce Derek at the company Christmas party.
tt1198138,y2wupV34DRk,Derek and Sharon are shocked to discover Lisa may have kidnapped their child.
tt1198138,ROeFmcvZRf8,Lisa and Sharon have an all our wife vs wanna-be-mistress battle after Sharon finds Lisa in her bedroom.
tt1198138,DbORPqtzyx4,Lisa and Sharon take their fight to the next level.
tt1198138,-YaPh7shnWQ,Sharon accuses Derek of cheating on her with Lisa.
tt1198138,HRmLJScvW8M,Lisa follows Derek to his car and surprises him with a gift.
tt1198138,O6Stx_mwAVY,"Derek is surprised when an emergency from his ""wife"" turns out to be Lisa."
tt1198138,g425SDBoDBI,Derek is shocked to find out Lisa has followed him to her hotel.
tt2011159,b60DLSEemEY,"Colin stalks his ex-fiancee, Alexis after he escapes from prison."
tt2011159,9Wfswn2lkAo,"After getting pulled over, Terri tries to get help from a cop when Colin isn't looking."
tt2011159,njfu6wuNC_w,Meg joins Colin for a smoke in order to find out more about him.
tt2011159,NcMHcR5IzEY,Terri defends herself against Colin in an effort to buy more time.
tt2011159,Wrb8nkLKkxU,"Jeffrey apologizes to his wife, Terri."
tt2011159,PECLt8uCcRk,Terri discovers that Colin isn't who he appears to be.
tt2011159,xCvyw2bipUM,Colin forces Terri to change in front of him.
tt2011159,dfLN2aPZ5sM,Colin takes Terri to his ex-fiancee's house.
tt2011159,KXTBm9eUiko,Terri lets Colin use her phone after he crashes his vehicle in the storm.
tt2011159,bhtJNsUfHIM,Colin's parole hearing doesn't go as he planned.
tt2381249,fegOYb4_PSk,Ethan Hunt negotiates with Lane to set Benji free.
tt2381249,u4T7slD8Mq4,Ethan Hunt gets unexpected help from Ilsa Faust while being tortured.
tt2381249,jBMZnAIY_Ng,Ilsa Faust faces off against Janik.
tt2381249,Oy9R8mpKSmM,Ethan Hunt goes after Ilsa Faust after she steals top secret data.
tt2381249,Jf8Sheh4MD4,"While Benji attempts to infiltrate a government building, Ilsa Faust must decide if she should rescue Ethan Hunt."
tt2381249,880-MqUhhEk,Ethan Hunt battles against Ilsa Faust and a mysterious sniper in order to foil or start and assassination attempt.
tt2381249,e56FOw5rIhw,Ethan tries to get himself and Ilsa from Lane's men.
tt2381249,OArHd5pe8Ls,Ethan Hunt tries to stop an attempted assassination and runs into a giant-sized sniper.
tt2381249,elpUGB9Ap1Y,Ethan Hunt is left hanging onto a plane mid-takeoff while Benji tries to get him inside.
tt2381249,GSrtUVzdt6M,Ethan Hunt and Benji chase Ilsa and her crew through the streets of Morocco.
tt0419706,ThCnJ2m0exo,"When a mutant attacks and kills Portman, Sarge annihilates it with ""The Big F***ing Gun."""
tt0419706,D1Iu4JKRGIM,Dr. Carmack and his colleagues run from monsters of their own making.
tt0419706,FBpdDE96XhE,Sarge and his men shoot the hell out of space zombies.
tt0419706,nUxHF4O3GYU,"The Kid refuses to follow orders to kill everybody on sight, which causes conflict."
tt0419706,-Jf-E7oEguU,"Reaper goes on a rampage, shooting and killing attacking monsters and mutants as he searches for his sister."
tt0419706,nr1sLngjJXQ,"As Sarge begins to mutate, he and Reaper square off in a battle of bullets, lasers, and explosives."
tt0419706,JyEvCZ8kwW4,Destroyer tries to survive an attack by a hulking mutant.
tt0419706,y0DYykDLU0Y,Sarge and John fight off even more zombies but it becomes obvious it's a losing battle.
tt0419706,lPOo7SzR7Sc,"Reaper is attacked by a mutated scientist. Then, a crazy monkey scares Sarge and Destroyer."
tt0419706,MPQojemDuDo,Goat is attacked and gravely wounded by a mutant.
tt0483607,SEn179T1Apk,Eden fights in Kane's medieval arena.
tt0483607,eWuiIzqZryQ,Eden and her team make a final getaway from the raiders.
tt0483607,UYzF0CAcN3I,Sol's raiders attack Eden and the other survivors.
tt0483607,4T8OrSXKqVo,Eden leads her team on a mission on a shipping boat.
tt0483607,jf_-d13-UNw,Sol's men pursue Eden's unit.
tt0483607,-yzEjTjo2IA,Eden fights Viper.
tt0483607,XN7uqQnAxIc,Sol gives his raiders a show.
tt0483607,9IVd9X91fiI,Eden out-maneuvers a pack of raiders.
tt0483607,b0kunBGZmK4,"As the team tries to escape in an APC, they get attacked and captured by a never-ending group of raiders."
tt0483607,TL91ZYSxoag,Eden's mission gets off to a bad start when they are suddenly attacked by violent raiders.
tt1482459,BXlYuaycRbU,The Once-ler wonders how bad it can actually be to chop down trees to make a profit.
tt1482459,OqvD4NC-s9E,Ted and the townsfolk finally stand up to Mr. O'Hare and sing a song as they plant a tree downtown.
tt1482459,r0eg-ieT77g,O'Hare pursues Ted in a zany high-speed chase for the seed.
tt1482459,9KYrqmQdvsI,"The Lorax tries to steal The Once-ler's bed, but he accidentally sends it down a raging river."
tt1482459,StvrI9z9kLY,"When Ted shows up at her house, Audrey shows him her painting of something called ""trees""."
tt1482459,aecYY1vUiDU,"When Ted wonders where he can get a real live tree, Grammy gives him advice."
tt1482459,gV6Y3OwR2n0,The Once-ler makes sense of the Lorax's lesson and gives Ted a seed.
tt1482459,92lO2Bum7v4,The villagers introduce us to the town of Thneedville.
tt1482459,GZ3fgYIUrJU,"After the Once-ler chops down a tree, the Lorax appears out of the sky to confront him."
tt1482459,tp1eVLXEXm8,The Once-ler discovers a beautiful forest and makes friends with the animals.
tt0482606,KEfLE_bvsSo,The masked strangers force themselves into the home.
tt0482606,PmNdhL9_nPM,"Kristen hears another knock, but this time it's inside the house."
tt0482606,ZpwDcgHhFDQ,"Believing he is one of the killers, James mistakenly shoots his friend Mike."
tt0482606,018kRNbZj0I,Kristen is tormented and attacked by the mysterious masked criminals.
tt0482606,VjRhsK7p8gY,Two young Mormons discover the brutal murder scene at James and Kristen's house.
tt0482606,hFNZy6iBNVs,The masked intruders end their torment by stabbing and killing James and Kristen.
tt0482606,hyopxkr7RuY,"Despite warnings from Kristen, James steps outside to investigate his car."
tt0482606,06qgPR9Eqww,Kristen makes a break for and tries to escape the house.
tt0482606,8pbM30ZMO84,James and Kristen act fast when an axe starts chopping through their front door.
tt0482606,GLQiaEzx03A,"When their car is destroyed, James and Kristen head back into the house, only to discover that someone has been inside."
tt7518466,6qZZWAScCn8,Conor has a rematch against Diaz for the title.
tt7518466,XdtbL0dP0X0,Conor has some choice words when he learns that the world featherweight champion is canceling their fight.
tt7518466,MLCZ_B7FKc8,Blink and you'll miss it!
tt7518466,4C7VpH9VvC0,The fighters talk smack in preparation of their title fight.
tt7518466,djPS3AC9DKk,Conor meets Arnold Schwarzenegger.
tt7518466,UB1xsj0ZiKA,Conor McGregor takes on Chad Mendes.
tt7518466,NQw5e3HJgfk,Tempers flare between Conor and Nate Diaz.
tt7518466,a7vAR-7YBWE,Conor has an accident during training.
tt7518466,j1tXIl0snEk,Conor McGregor faces stiff competition in Nate Diaz.
tt7518466,JvTQZxz-KBk,Conor McGregor begins his UFC career with an impressive winning streak.
tt0795421,alhVUKh36_Q,Sophie gets overwhelmed with the mystery of her parentage.
tt0795421,2GvL0jFY7u8,"Donna and the Dynamos perform ""Waterloo"" with the guys."
tt0795421,bu9YxTb6gf8,Sam and Donna play cat and mouse with their feelings.
tt0795421,nLkmfL6IVQs,Rosie aggressively pursues Bill.
tt0795421,CyUZe8xRNnQ,Sophie gets to know her potential fathers.
tt0795421,QRoWiTcO7dk,"Everyone dances along with Donna and her friends to ""Dancing Queen."""
tt0795421,05qid4p_cfw,Sophie reads about her mother's romantic past.
tt0795421,Qe2m1wxb5_w,Donna grieves over the end of Sophie's childhood.
tt0795421,mIeU7y3CGKQ,Sophie and Sky declare their love for each other.
tt0795421,DUjB9LTtzGg,Donna sings about her ex-boyfriends.
tt5308322,1dwtsZ4IJQE,Tree confronts the real killer.
tt5308322,NnDKut3pxoU,Tree makes one terrifying discovery at the hospital after another.
tt5308322,rtn4-lDSB80,The Murderer stalks Tree in the parking garage.
tt5308322,IlH-egwG2pQ,Tree gets a deadly drop on the killer.
tt5308322,idvqLiOeLgc,Tree gets herself repeatedly murdered in an attempt to discover her murderer's identity.
tt5308322,YAmnMBHMPso,Tree sticks it to Danielle and makes her move on Carter.
tt5308322,yQpFQFL-YLI,Tree mistakenly thinks that getting arrested will save her.
tt5308322,uAjGtAOqMQw,Tree kills Tombs before he has a chance to kill her.
tt5308322,86Vd7XFiYZA,Tree walks into a deadly trap.
tt5308322,_y_We1FV_RQ,Tree lets her guard down at an inopportune moment.
tt5776858,MNmdm8voYFE,Alma & Reynolds retrieve a dress from a troubled customer.
tt5776858,fn5dXUu_qxM,Alma's surprise dinner for Reynolds goes downhill.
tt5776858,KfAm5nyHM3U,Reynolds takes ill when inspecting a wedding dress.
tt5776858,a87b-bsz1Mg,Reynolds rages about his marriage to Alma.
tt5776858,URDzGjLruJU,Alma gains confidence and vies for Reynolds' attention at a fashion show.
tt5776858,iHQZhYadNwQ,"Reynolds deliberately eats a poisoned dish, and Alma tells him her intentions."
tt5776858,WQLTwtwUnEI,Reynolds takes Alma's measurements.
tt5776858,w424xCe0eGQ,Alma details her love with Reynolds.
tt5776858,UQes95Ouciw,"After recovering from his poisoning, Reynolds makes a major life decision."
tt5776858,vvBW4Szes1U,Reynolds and Alma hit it off immediately.
tt7109844,3PhcsTMfqIs,The unregulated days of the post-Civil War whiskey industry and the federal law that fixed it is recounted.
tt7109844,K3Po5dqfTgc,Neat: The Story of Bourbon - The Right Way To Drink Bourbon: Longtime distillery employee Freddie Johnson talks about the best way to drink bourbon: whichever way you want to.
tt7109844,xpQ1_5xZuKY,"Third-generation Buffalo Trace Distillery employee Freddie Johnson talks about what good bourbon is all about, and how much it can mean to enjoy it with family."
